UUID;OBJEKTART;OBJEKTKLASSE_TLM;KUNSTBAUTE;NAME_UUID;NAME;STATUS;SPRACHCODE;NAMEN_TYP;NAMENGRUPPE_UUID;E;N;Z
{DD54A04F-A872-4AFF-801B-6A2815519317};Autofaehre;TLM_SCHIFFFAHRT;k_W;{9C06F47F-55E3-420E-A5C8-571516C4A554};Romanshorn-Friedrichshafen (D);offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2750185;1274563;396
{510B7C72-C158-4B2C-942D-9F60A3A18764};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{72413FE1-5F08-491F-A2AF-2E102AE346BA};Gertau-Degenau (Bischofszell);offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2740147;1262389;486
{C6B2F273-69CC-4298-87CC-8BDD2A176114};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{425C2D63-943A-4F50-85DE-3F959CDEFDFA};Kloster Fahr-Schlieren;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2675648;1251152;388
{4F684DA2-B847-439A-8348-4BF6AD433281};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{3E2ADCF4-161E-42D5-A4DB-67670D5DECD4};Ellikon-Nack;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2687034;1273464;345
{F24C08D8-723C-461F-AD93-D969C6B58E8A};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{4AB19A4C-9FAC-4399-9333-5BD236A1E3F1};Tössegg-Buchberg;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2684186;1267468;344
{6A661DC4-73AE-45D9-BE7F-81D1D97A692A};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{AF455AEC-C55F-4580-8823-3EA9346793E3};Schloss Laufen-Schlössli Wörth;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2688163;1281388;359
{08F35FD6-DBD5-4F88-B983-389CC40600A5};Autofaehre;TLM_SCHIFFFAHRT;k_W;{F5815BF7-767A-47C9-8895-781A046A4A6B};Beckenried-Gersau;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2679287;1203984;434
{8B4BA4F3-E643-4286-BBAD-9F3B9C0D7659};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{8F1BCDA3-192A-4B2E-87FB-71BC0C9B1B38};Insel Schwanau;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2688007;1209605;447
{8C297A8A-BBCF-4379-BF9F-BA4F9E654EFB};Autofaehre;TLM_SCHIFFFAHRT;k_W;{0760FE0F-F058-46D8-9679-95C3750A922A};Horgen-Meilen;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2689512;1235412;406
{025D718D-FDD0-4056-8DFB-69CD5A7B759E};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{603B8447-55FA-4831-B2CB-9C263298F18E};Zurzach-Kadelburg;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2664385;1273355;318
{35C3E853-452D-4B11-B3A0-A257DF32E615};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{73199D89-0A79-45B7-A986-201552C5F270};Rotsee;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2666577;1213636;419
{B09B692A-60D5-47CD-8A59-9FBA1BBEF0D6};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{5BF2DA4D-B378-421A-A210-F9D827D8C749};Full-Waldshut;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2658393;1274619;311
{74414DC9-4317-4561-B82F-EBDF9008F353};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{8AB80E0B-8912-4423-A00D-BFCEE325F23A};Mumpf-Säckingen (D);offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2636460;1266350;282
{92C2D515-6C27-4423-BC9B-36AC01822421};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{2597F770-8474-4F29-B083-EA0931DD29AC};"St. Johann Fähre ""Ueli""";offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2610994;1268756;245
{A549747E-C3B2-4FCE-B204-252DAC0BEFF3};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{907EB2F4-6F73-4DD1-B97C-5F2A25A14938};"Klingental Fähre ""Vogel Gryff""";offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2611203;1267966;245
{1F68D76D-AA55-4C66-8140-FE53F4AD537A};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{76D12E5E-340D-4821-A512-CBF55438E335};"Münster Fähre ""Leu""";offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2611674;1267444;245
{F3D18A35-3417-42E6-BEFD-3BD1DCEBED91};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{DBAF1221-7932-44AB-A0C6-B38432544F23};"St. Alban Fähre ""Wild Maa""";offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2612333;1267269;245
{F7C32128-C4CF-4CEB-97F4-A87EEE18F3FD};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{1366A40D-0640-4F42-AC0F-77046A87EFC6};Wolfwil-Wynau;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2627182;1235051;403
{265FCAFD-EA19-458F-9975-770018BE2EB6};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{BAF2499F-8382-4F5D-92FE-05F6A46173E2};Bodenacker (Muri bei Bern)-Nesslern (Kleinwabern);offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2602444;1197157;505
{4F40569C-310A-47E1-8D40-92197DCDD077};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{BBAB47FF-9045-4A98-9D89-3F557A64F3FD};Zehendermätteli (Engehalbinsel)-Bremgarten;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2600236;1203270;485
{F236D009-FA38-4553-AB1D-5653E4AA339C};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{4B1A1C3B-BA1B-4FC0-B336-27B677F12BC4};Leuzigen-Altreu;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2600808;1226499;427
{A233AE2D-2523-4C3C-B1C9-DB1D22DB661A};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{5D8112FB-E000-4F0F-94C7-536C528258CE};Paradies/Schlatt-Büsingen (D);offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2692734;1282422;391
{91CF5270-2668-4DD3-AEF9-F9A7ED5E44C3};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{23F9460E-649D-49BA-A5E4-0ADF16976C4A};Reichenbach (Unterzollikofen)-Engehalbinsel;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2600921;1204344;486
{74707C6F-C3A1-43E5-88D8-00BCED6BF5F5};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{EB4F0896-B012-418E-A67F-F5F0CC50119E};Scherzligen-Bächimatt;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2615145;1177439;558
{8916F99E-2AB7-408B-A1AB-0F7D47076039};Personenfaehre ohne Seil;TLM_SCHIFFFAHRT;k_W;{F8052B38-95ED-4007-B6F6-DB123B22C1B5};Kaiseraugst-Herten;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2621586;1265772;261
{FF078D76-6408-4EF8-9005-9B20D1A7FD25};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{B1CBE52D-FD89-4247-A0CB-D79B6511B1E0};Sulz-Fischbach;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2666734;1247667;355
{8FE73957-EB88-4E29-BB78-3A3FB16BD9E0};Personenfaehre mit Seil;TLM_SCHIFFFAHRT;k_W;{CC1FBB7E-8E71-4E61-8DD7-53EFA17C6DE5};Tariche;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2577446;1242713;443
{2AD25C40-6A48-42B3-AFD7-32F847F421F3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{89A9F895-3F87-44E5-9AC8-DD46E9F43ED7};Kronbergbobbahn;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2742855;1242399;905
{0C5E9401-2ACD-4EEF-9552-29B5B2C0DA08};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{7145E5A6-16CE-4727-BDF1-335454459F58};Schanzen Kollersweid, Walter Steiner Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2744951;1228987;1065
{B5D96C27-B87F-49B9-93EB-B31210196A4E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{CF8E106D-2FC7-4CA1-8814-397BF057E162};Alpe Foppa;offiziell;Italienisch inkl. Lokalsprachen;einfacher Name;;2712287;1108024;1566
{CEDAEB24-6A36-4CD3-9C08-54FEAB047CF1};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{2D623C22-FDCD-4800-BFEC-2EDC03C2D5ED};Sommer-Schlittelbahn Schatzalp;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2781338;1186202;1889
{566B0913-171C-44BC-8616-9173DAE3F668};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{3DCF0331-876A-4E7C-BEA0-49C62CD2EAF7};Rodelbahn Pradaschier;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2759568;1183366;1492
{E62B05B5-E57E-4E85-B2D3-F449B622E0CA};Bobbahn;TLM_SPORTBAUTE_LIN;k_W;{65AAD4E9-139D-4D86-989A-9A1D38EB5CC5};Olympia Bob Run St.Moritz-Celerina;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2785203;1153228;1780
{1D42D1D6-96D7-498D-A367-D4D39907F130};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BAC75E27-48D0-4B0F-81FF-222021ADA439};Sommer-Rodelbahn Schwarzsee;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2588742;1168587;1094
{A340BE1D-9C36-4207-87CF-F090C1C9F267};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{B75B4163-D56F-42F5-8F02-1A00F8CA80DA};Bob-Luge de Moléson;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2569014;1156777;1146
{40C13EF3-FC4D-4603-87EC-4191E9BE883E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{DA2DAF39-1A12-4C7C-914F-9B5B5AB93B3C};Rodelbahn Oeschinensee;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2619778;1150155;1685
{1B1824CC-561E-4618-8EE1-FE2C7B30CFB0};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BDC099C5-F2E6-4C4C-8F50-1C5927D20320};Toboggan à la Vue-des-Alpes;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2556786;1213562;1288
{4C7B5033-4830-4277-BD34-2567D94F7F2F};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{00813D4F-59B8-44B7-B2B1-A2252F44C7FC};Solarbob Langenbruck;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2624936;1243846;722
{FFC44A04-D8AB-49A6-BDB7-902C93F851A6};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{90FD7B79-7410-43C3-986E-C368D2848045};Sommerrodelbahn Rischli;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2643952;1186540;1154
{BE80451A-9B12-49E3-97F0-D698AC0977C2};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BB8BDD58-14F6-4443-940E-9E026A939F83};Sommerrodelbahn Ristis;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2674074;1187344;1615
{71CDD57F-D99A-411C-93C8-602959C14311};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{6B8EFFF5-BDF0-4B7C-B2D8-59F6098D1E6B};Sommerrodelbahn Stuckli Run;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2692083;1213583;1163
{4A4FC905-6B49-464F-9565-B90D31F50A5E};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{1068172B-5204-4E54-AD5F-C577539D869D};Schrattenschanzen;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2635168;1188704;929
{A32E511E-9AC8-4D98-960A-65664E0071F1};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{8DB8C276-3984-4D4A-AE50-553336F5E308};Rodelbahn Heimwehfluh;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2631608;1169539;617
{CCE096A6-D6DB-4457-927C-2CC384DF76D2};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{E8C77DCD-4C4E-4082-9552-04A09665A12E};Bachtelblick-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2711954;1241210;799
{44ADAAB0-2B64-4E02-99D2-73C624AFB7CF};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{2A99137E-8A86-4F6B-A82A-26279377BAE5};Grosse Panoramaschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2711868;1240985;775
{573F3D59-F66A-47CF-9973-64978134CA8D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{DE63A888-EE68-456D-93FA-2539650951AC};Kleine Panoramaschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2711862;1240984;775
{E54CFCAC-DA9F-4F33-8E03-32BF351737A3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{F29097CC-50B4-4A42-98B2-B14EE2C245F7};Atzmännig;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2718184;1238206;896
{5120852F-F3D3-4DBD-B1F7-3414DE489778};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{401AED1F-0CEA-46CD-B38E-D2C9A8B2D283};BobBahn Schongi-Land;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2663315;1235444;724
{F6E3B2A8-8BD6-4F56-8A16-C5294C603AD3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{B9042F46-8947-427A-9BD0-0616AA94BEC5};Sommer-Rodelbahn Fräkmüntegg;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2662018;1204651;1363
{214910E6-92C8-4A37-BF31-5AD6B5930838};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{0157B740-AAB0-4762-B3A6-277935F295B5};Schanzen Einsiedeln, Andreas Küttel-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2698567;1221438;940
{21AC1F26-B63E-4821-A5E0-EB44EC46D436};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{09E16302-31FD-4B0D-BB4A-C42FC915667D};Schanzen Einsiedeln, Simon Ammann-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2698568;1221405;931
{F594DB1F-907A-464B-8296-E66DEB258E3D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{66EA3CA5-22E9-42CE-9718-F42C28B41ABA};Schanzen Einsiedeln, Grosse KPT-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2698594;1221383;912
{CB6F67AE-86DF-48B0-9172-E3DCF110AF31};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{4AF94FEC-9763-40EB-B2ED-D7AEA6B9A071};Schanzen Einsiedeln, Kleine KPT-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2698676;1221461;901
{337BF7DE-4100-4F10-8C31-B60B61495E1C};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{63350861-4E5A-4ED2-A80B-73E9E771ECEF};Sommer-Rodelbahn Wirzweli;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2670812;1196264;1224
{0BD4B689-E0C1-4CD9-9243-5B51EAB51FFB};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{AF0AEA4E-2857-4617-8507-F812D26F5FDF};Floomzer;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2739387;1216840;1498
{713099D6-7EDF-4251-A804-2EAAE040AA10};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{4368F835-C5CC-4477-8305-1FD7AEF3F4FC};Schanzen Kollersweid, Kleine Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2744949;1228994;1062
{8B59D00B-9A62-412B-A1E4-90060864A203};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{6E0B6832-025F-4DAD-96A5-1EA896C5F9B8};Schanzen Kollersweid, Bubenschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2744947;1229007;1058
{A4613937-E90A-44FA-84CB-76063A8E0113};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{15903928-2451-4F87-A060-3E2C1A4DFF1C};Rodelbahn Pfingstegg;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2647434;1163168;1371
{49703066-7963-4264-B5B1-112D787D4B0D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{886292ED-A369-49D5-A6C1-520EB96EA821};Nordic Arena Kandersteg, Bire-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2618653;1150640;1205
{22150C99-5E93-40D3-8521-B13E84DA8742};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{830A2E76-48D6-47F6-8A15-C13C47B08767};Nordic Arena Kandersteg, Lötschberg-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2618749;1150584;1249
{B212814E-FFCC-4911-9CE1-D4690DFD747D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{523F5560-59EE-4084-91EA-1A949831EEB0};Nordic Arena Kandersteg, Blümlisalp-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2618709;1150568;1231
{193A4AC8-5D36-4C0E-ACC6-B7661A995FD3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{65C38836-0D85-485A-8A13-53CE67AB389F};Gurten;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2600302;1196506;820
{420F0DDB-08EA-4FD3-A0B3-785BE81E0456};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{DDB30E05-81A2-4382-9EA7-BDC8D1D1C65D};Tremplin en la Tré;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2578165;1132401;1200
{ACB59B60-3880-4635-ADAF-8204EEE8C44E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{EBE30C09-17E1-4F97-A6A0-97BF7023DFC5};Luge Féeline;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2532192;1193084;805
{FCE35096-DCC5-4092-A641-9FB5A855FAB6};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{341DF0A5-7010-4FA9-B156-6E940D04CE89};Gross-Titlis-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2673678;1185272;1087
{A1C73AFB-F1A6-4BDA-94EF-6CD3E12E48D5};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{204DB580-CE19-4D1D-91CE-3E059566021E};Feeblitz;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2637944;1106052;1827
{A0B9AF8E-AB2E-491E-94BC-CEBDCCC7A3B2};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{EC9AED4D-F931-49CA-AD7A-BA902FDD1602};Alpine Coaster;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2582142;1130646;2865
{757D722D-2C59-4F19-9D4F-930D782C3C39};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{D3C142E0-C081-44CF-A5E9-77D5D83B9013};Bosco Gurin;offiziell;Italienisch inkl. Lokalsprachen;einfacher Name;;2679274;1129848;1934
{D6B7A70E-B92C-4108-B97C-F7E52B89B79B};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{73316536-C6DE-43F4-8568-A5B5E766DBE1};Wasserschanzen Trainingscenter Jumpin;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2678038;1232625;475
{4D44AF01-0105-4C49-BE5E-DF37200DFC7A};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{73316536-C6DE-43F4-8568-A5B5E766DBE1};Wasserschanzen Trainingscenter Jumpin;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2678035;1232632;475
{0E0072C7-86C1-456A-9861-91BAF23001A7};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{F5FD0728-740E-4A43-ABFC-0937249F3E03};Schanzen Kollersweid, Martin Künzle Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2744952;1229057;1040
{4CE3E174-DE94-46FD-9DC2-2B901F531A90};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{8B228737-9061-41F3-866A-25D2F2C5E6F7};Tremplin des Charbonnières;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2514235;1168620;1051
{C7331767-4A2D-4E1B-A71D-997A754F5BF9};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{1068172B-5204-4E54-AD5F-C577539D869D};Schrattenschanzen;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2635152;1188721;921
{141AC494-42EC-43C7-8DD3-87C7A3516714};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{B387F991-8B47-4BF3-85F4-A0506FE06479};Nordic Arena Kandersteg, Famigros-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2618636;1150637;1194
{9EB9C8B7-7F3E-4D06-9021-697CE5E1EAEE};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BD6DBE77-9EF1-4C8A-BADD-9C94D7B991E5};Tubingbahn;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2692042;1213557;1169
{604B9B5A-545D-42FF-BEE7-54614162DFAC};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{5C98B974-A60E-4DA9-AD19-6DF36617CC2B};Tremplin Big Air Leysin;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2568138;1132444;1239
{EF361FEC-B67F-44C5-87F8-02714D56DF17};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{5C98B974-A60E-4DA9-AD19-6DF36617CC2B};Tremplin Big Air Leysin;offiziell;Franzoesisch inkl. Lokalsprachen;einfacher Name;;2568144;1132449;1242
{BDBCA08D-A6E8-4B9B-AAB4-21375E54BB70};Skilift;TLM_UEBRIGE_BAHN;k_W;{51AB5AC6-DDB3-4D41-8C90-CD33ED8C8492};Heiden;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2758007;1255703;882
{528F20C9-2A4F-46BF-B9FE-26EF3F8429A9};Skilift;TLM_UEBRIGE_BAHN;k_W;{17E922D3-30DB-4F4F-A382-FAB5869B2A99};Oberegg-St. Anton;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2759208;1253727;995
{A0D8A166-A9FF-43DD-ACCA-C38EAED3D5E3};Skilift;TLM_UEBRIGE_BAHN;k_W;{214EEB77-40E6-4145-AF24-CFF6472EF689};Milolift;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2823237;1207104;2276
{DB7D5AA9-DEFA-4D70-A419-E540DC60F57B};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{794D8522-B622-468F-9E7C-9E9EED028C7F};Grivaleabahn;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2824136;1208483;2490
{D84D84AB-15F8-4A1D-A04F-330037E49B31};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{EDCD245F-1866-4DCD-91B2-7680179B1322};Flimsattelbahn;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2822057;1207221;2511
{0BC1FFA9-7C30-4851-813B-AE8092FD1862};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{39CA3430-61A9-4EC1-AB54-056681D60EC3};Mullerbahn;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2823932;1207785;2380
{F6A09C66-1F01-4643-9671-F5E9A2FAFDFC};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{F71F2FAE-E4E9-4638-9CAE-C192C3EF724D};Viderjochbahn 1;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2822611;1207008;2392
{D2F757CD-30D1-450F-9521-6FA38E6F12EA};Skilift;TLM_UEBRIGE_BAHN;k_W;{86C487BA-5DAB-4304-874C-21227A88E6D7};Champatsch;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2815423;1191438;2604
{E77C6F10-4B63-4C48-8F47-7C6B20FCAD12};Skilift;TLM_UEBRIGE_BAHN;k_W;{86C487BA-5DAB-4304-874C-21227A88E6D7};Champatsch;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2815409;1191432;2606
{1F4CCF35-83D9-4321-BB22-F765F458875E};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{AA378125-E18A-4AE4-9E46-98C6DDBAD277};Mot da Ri;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2815322;1189895;2327
{BA8C579D-C537-4E53-9A67-D493E74D65F0};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{628D63F2-119B-4131-907C-E80563456BB1};Salaniva;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2816245;1190648;2395
{E2CE948C-8799-463B-9E10-1520B78D5CD3};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{62D37FF6-4511-4DDE-BA19-1C3FF916CBC1};Clünas;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2815416;1189442;2326
{B9059852-AA9D-4569-8A22-854FEA9E1390};Sesselbahn;TLM_UEBRIGE_BAHN;k_W;{D145F3D5-B74A-4BB0-8E21-DB27254487F5};Naluns;offiziell;Rumantsch Grischun inkl. Lokalsprachen;einfacher Name;;2815758;1188764;2263
{8435FF0E-84BC-4F89-A9D5-B97BC5266D01};Skilift;TLM_UEBRIGE_BAHN;k_W;{58D01BE9-4729-4CD2-AF04-425B5BA0FB84};Clis da Ravaisch;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2822915;1203663;1835
{CD159A44-2811-495E-B360-4A2E335B9897};Skilift;TLM_UEBRIGE_BAHN;k_W;{F2F9BEDB-7FF3-4442-A5E2-B8E4DA7CABCE};Musellalift;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2822073;1203357;1874
{B19DFED5-1550-4E3F-BD57-CBF812C31132};Skilift;TLM_UEBRIGE_BAHN;k_W;{6E3D7675-F42D-4BCB-917F-002FA714EF03};Greitspitzlift;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2820311;1206454;2807
{8923A71F-B67F-4900-B257-663DBC9EAF7F};Skilift;TLM_UEBRIGE_BAHN;k_W;{528A56E7-6917-4840-8747-C8F1DC3211A8};Blais Grondalift;offiziell;Hochdeutsch inkl. Lokalsprachen;einfacher Name;;2821821;1206581;2539
